Price
496360.921144064
828536.071639459
516056.762360753
1668658.77830219
1517753.93876492
1252541.28957427
1281125.4480676
539611.6633323
505100.71410013
1462118.53743282
1306929.93873179
418696.783659559
1507940.80506639
698059.289928194
558752.081308547
673340.586346818
-119592.972377273
488027.104258768
871367.982016364
654140.598025773
1173540.19903123
443612.973974917
720494.899772614
-10449.5032599605
826873.985587881
497521.567351177
663412.634877614
733024.688147421
549218.319519276
236416.289357661
794841.400195926
1754873.33857834
1614691.59533882
1424882.84116629
1850124.51402795
2189847.56212482
1744187.0662909
2017721.79442739
1016684.26997326
1672727.26134381
2421938.61440537
1169326.82814665
527813.896740605
1620806.18034269
192960.027610904
576847.409867119
704886.555931184
219282.691130295
1987558.20644962
1094099.30028297
945670.236964116
1012745.27365367
848153.498723417
818933.584410322
884516.20571164
1210005.79803686
818933.584410322
879802.078787921
707679.153642994
879802.078787921
1000834.41302811
1202263.62532959
1408365.4870791
812602.097676611
966899.598914433
745129.925636606
801549.291860997
1216391.98940685
2359541.05308562
459889.097221477
797493.020604035
1341857.90127187
1763647.70571299
842871.440882509
941073.200089485
440308.41110325
1161185.69196336
1131815.52061299
1380050.79760342
1570837.53668857
1383426.3355141
624975.710599199
1461475.08659949
1444294.8298917
1138953.3860563
1251164.56553331
1182319.188228
987415.121399371
1736289.8308232
1120303.09429475
1622608.75013216
1370997.93523105
992299.136395742
1747131.58109906
1920452.4040464
1370997.93523105
1314701.14166435
2343562.53500055
1561740.25575456
1370997.93523105
1342509.73661636
873469.769838322
1115759.1500759
1377273.45058864
1519553.09581225
1051930.26482892
1068308.16423387
1182118.10913738
930507.294236272
1259404.36220604
939976.229579043
1401792.35883436
1367942.12444509
809499.447867777
956676.969884059
817665.278595797
787896.995275474
879107.735201443
633161.933641885
939976.229579043
1191587.04448015
1236499.36832783
939976.229579043
472598.371007261
936455.880769767
763594.402908343
1122496.4800404
1733689.36452018
1762409.72106463
2127985.87895239
2190849.96566446
1367485.57136532
1413496.86495436
2092339.04855131
929175.078565692
1344845.60413308
2127111.12606066
2804217.59392533
1878370.65638575
1976706.94255968
1852021.77088654
1045909.59550479
2480935.77387138
2003307.64990234
2190849.96566446
1101007.43667605
2043557.57882457
2108262.7509439
1815351.17159054
2498944.42104614
1815351.17159054
1185266.2850744
2077357.65280626
1767185.04607801
2053245.90458812
1571637.9383374
2717703.28226783
981534.051181901
1285782.38868801
1851893.22657233
1490137.22091516
1536759.93778714
1249239.29207745
1881089.92665241
1666883.60772344
832017.041819871
2039829.48656934
1680879.54143867
1153141.83467538
2082808.67270483
2086884.079901
1868588.10681337
1695537.66249583
1823614.48100501
1541153.58430609
1627548.09824395
786541.430729325
2095961.79025018
2093096.9959543
1249239.29207745
1083627.85672098
1291525.50076186
1468301.21420178
2622826.44400999
2263015.12634762
1681447.49821084
1117103.4354214
2206540.63516239
578198.756379199
796981.445559152
977894.843642655
640851.258957067
1185789.16956925
1287087.88931801
1545781.12297102
1637171.22654332
1243477.457143
1094327.76874801
441144.519439778
393544.950141989
1317886.26880159
1298971.43805236
1274252.3462868
1403761.85278517
1197514.6798449
1200731.25365108
1237357.02624323
986492.128773649
639478.263182774
1843805.43413901
1552802.92638897
1167481.98266223
579982.764579468
1536873.24326722
1425054.67576471
2127065.85497219
826966.367313452
887834.861691051
1496507.9115168
1529528.26614713
1261037.24235139
1173712.62414416
1139445.67659216
850521.268284998
473184.95207639
1385391.47815172
1102132.0831861
782350.448393491
1025635.73168865
1378948.29588752
810921.808994204
1379211.28619872
473893.00291423
1616404.09491095
1447123.64264526
571788.312490999
1048319.48452
926801.213743943
1390310.54570272
258895.16841005
1079613.15394761
1376883.80346145
1396884.84839384
954291.499782975
1025635.73168865
850521.268284998
744125.516820794
1324522.98377412
1304965.72132405
1090185.55462523
884873.202398774
1235192.66398573
1061049.02665258
1464053.27468831
1179445.0252464
1453839.54828484
1410081.4233013
665747.05132845
1588791.33822349
1643706.36558613
1986777.89182151
1328365.73491391
970495.669020037
413093.98801145
922862.135454726
879035.810636101
1128070.65249967
267669.249271926
571480.611047797
756097.728910769
633090.009076544
747020.37462358
1966252.57591569
2175168.74054493
1629386.6238905
2828365.32399419
1790185.34317743
1421672.92271802
1740149.64783609
1940798.0201721
1184741.8646905
1656038.03962412
1241568.86725388
1929540.77315819
1979855.92181591
1331022.19125828
2402320.92750117
1485920.74055135
1766976.14623235
2737924.48168683
1928273.87597597
1187290.26931281
2867915.65679843
2203439.59184862
1645652.49095459
1241310.7677825
2224575.64662887
1331022.19125828
1270153.69688068
1988492.70723234
2213647.8447623
1890960.28256991
1853274.14543251
2973103.48869173
2181453.83442645
2087051.74094928
791717.578190937
1096207.14513324
1539404.41777305
1761563.94515624
2100687.7303084
1590368.66990411
2040519.51728734
1317609.56520717
1839057.22754739
1751188.18808487
1777852.58826178
1267141.94116266
796993.597116072
1650924.88164635
1754297.68729024
1559335.1044204
1664042.64335827
1715262.18709491
1991725.31530836
445748.43878755
1455410.43520477
682979.032462478
1815166.18166784
500043.929595675
1669780.24944336
871218.648570419
1137719.07607253
508845.596236247
